"","Var1","Freq","DateTime","FinancialMonth","FinancialWeek","WeekDay","Hour","RouteID","StopID","Number","StopType","SuburbName","PostCode","LocalGovernmentArea","status"
"41","2015-10-04 07:00:00",2,2015-10-04 06:55:39,10,14,7,2,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"42","2015-10-04 08:00:00",2,2015-10-04 06:55:39,10,14,7,2,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"43","2015-10-04 06:00:00",2,2015-10-04 07:06:27,10,14,7,3,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"44","2015-10-04 07:00:00",2,2015-10-04 07:06:27,10,14,7,3,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"45","2015-10-04 08:00:00",2,2015-10-04 07:06:27,10,14,7,3,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"46","2015-10-04 06:00:00",2,2015-10-04 07:51:51,10,14,7,3,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"47","2015-10-04 07:00:00",2,2015-10-04 07:51:51,10,14,7,3,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"48","2015-10-04 08:00:00",2,2015-10-04 07:51:51,10,14,7,3,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"49","2015-10-04 06:00:00",2,2015-10-04 08:23:45,10,14,7,4,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"50","2015-10-04 07:00:00",2,2015-10-04 08:23:45,10,14,7,4,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"51","2015-10-04 08:00:00",2,2015-10-04 08:23:45,10,14,7,4,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"52","2015-10-04 06:00:00",2,2015-10-04 08:49:32,10,14,7,4,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"53","2015-10-04 07:00:00",2,2015-10-04 08:49:32,10,14,7,4,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"54","2015-10-04 08:00:00",2,2015-10-04 08:49:32,10,14,7,4,10,19878,1,"Platform","Croydon",3136,"Maroondah",NA
"55","2015-10-04 06:00:00",1,2015-10-04 06:31:06,10,14,7,2,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"56","2015-10-04 07:00:00",4,2015-10-04 06:31:06,10,14,7,2,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"57","2015-10-04 06:00:00",1,2015-10-04 07:33:23,10,14,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"58","2015-10-04 07:00:00",4,2015-10-04 07:33:23,10,14,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"59","2015-10-04 06:00:00",1,2015-10-04 07:34:11,10,14,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"60","2015-10-04 07:00:00",4,2015-10-04 07:34:11,10,14,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"61","2015-10-04 06:00:00",1,2015-10-04 07:37:05,10,14,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"62","2015-10-04 07:00:00",4,2015-10-04 07:37:05,10,14,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"63","2015-10-04 06:00:00",1,2015-10-04 07:55:16,10,14,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"64","2015-10-04 07:00:00",4,2015-10-04 07:55:16,10,14,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia",NA
"65","2015-10-04 06:00:00",1,2015-10-04 06:31:44,10,14,7,2,11,19846,1,"Platform","Upwey",3158,"Yarra Ranges",NA
"66","2015-10-04 06:00:00",1,2015-10-04 06:39:09,10,14,7,2,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"67","2015-10-04 07:00:00",1,2015-10-04 06:39:09,10,14,7,2,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"68","2015-10-04 08:00:00",3,2015-10-04 06:39:09,10,14,7,2,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"69","2015-10-04 06:00:00",1,2015-10-04 07:25:11,10,14,7,3,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"70","2015-10-04 07:00:00",1,2015-10-04 07:25:11,10,14,7,3,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"71","2015-10-04 08:00:00",3,2015-10-04 07:25:11,10,14,7,3,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"72","2015-10-04 06:00:00",1,2015-10-04 08:00:15,10,14,7,4,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"73","2015-10-04 07:00:00",1,2015-10-04 08:00:15,10,14,7,4,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"74","2015-10-04 08:00:00",3,2015-10-04 08:00:15,10,14,7,4,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"75","2015-10-04 06:00:00",1,2015-10-04 08:03:22,10,14,7,4,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"76","2015-10-04 07:00:00",1,2015-10-04 08:03:22,10,14,7,4,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"77","2015-10-04 08:00:00",3,2015-10-04 08:03:22,10,14,7,4,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"78","2015-10-04 06:00:00",1,2015-10-04 08:03:35,10,14,7,4,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"79","2015-10-04 07:00:00",1,2015-10-04 08:03:35,10,14,7,4,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"80","2015-10-04 08:00:00",3,2015-10-04 08:03:35,10,14,7,4,18,20011,1,"Platform","Reservoir",3073,"Darebin",NA
"81","2015-10-04 06:00:00",1,2015-10-04 06:41:06,10,14,7,2,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"82","2015-10-04 07:00:00",0,2015-10-04 06:41:06,10,14,7,2,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"83","2015-10-04 08:00:00",4,2015-10-04 06:41:06,10,14,7,2,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"84","2015-10-04 06:00:00",1,2015-10-04 08:19:17,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"85","2015-10-04 07:00:00",0,2015-10-04 08:19:17,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"86","2015-10-04 08:00:00",4,2015-10-04 08:19:17,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"87","2015-10-04 06:00:00",1,2015-10-04 08:26:58,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"88","2015-10-04 07:00:00",0,2015-10-04 08:26:58,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"89","2015-10-04 08:00:00",4,2015-10-04 08:26:58,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"90","2015-10-04 06:00:00",1,2015-10-04 08:45:16,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"91","2015-10-04 07:00:00",0,2015-10-04 08:45:16,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"92","2015-10-04 08:00:00",4,2015-10-04 08:45:16,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"93","2015-10-04 06:00:00",1,2015-10-04 08:46:53,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"94","2015-10-04 07:00:00",0,2015-10-04 08:46:53,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"95","2015-10-04 08:00:00",4,2015-10-04 08:46:53,10,14,7,4,16,19857,1,"Platform","Seaford",3198,"Frankston",NA
"96","2015-10-04 06:00:00",1,2015-10-04 06:43:19,10,14,7,2,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"97","2015-10-04 07:00:00",1,2015-10-04 06:43:19,10,14,7,2,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"98","2015-10-04 08:00:00",4,2015-10-04 06:43:19,10,14,7,2,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"99","2015-10-04 06:00:00",1,2015-10-04 07:43:13,10,14,7,3,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"100","2015-10-04 07:00:00",1,2015-10-04 07:43:13,10,14,7,3,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"101","2015-10-04 08:00:00",4,2015-10-04 07:43:13,10,14,7,3,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"102","2015-10-04 06:00:00",1,2015-10-04 08:12:03,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"103","2015-10-04 07:00:00",1,2015-10-04 08:12:03,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"104","2015-10-04 08:00:00",4,2015-10-04 08:12:03,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"105","2015-10-04 06:00:00",1,2015-10-04 08:13:22,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"106","2015-10-04 07:00:00",1,2015-10-04 08:13:22,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"107","2015-10-04 08:00:00",4,2015-10-04 08:13:22,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"108","2015-10-04 06:00:00",1,2015-10-04 08:33:38,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"109","2015-10-04 07:00:00",1,2015-10-04 08:33:38,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"110","2015-10-04 08:00:00",4,2015-10-04 08:33:38,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"111","2015-10-04 06:00:00",1,2015-10-04 08:45:50,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"112","2015-10-04 07:00:00",1,2015-10-04 08:45:50,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"113","2015-10-04 08:00:00",4,2015-10-04 08:45:50,10,14,7,4,10,19905,1,"Platform","Hawthorn",3122,"Boroondara",NA
"114","2015-10-04 06:00:00",1,2015-10-04 06:43:51,10,14,7,2,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"115","2015-10-04 07:00:00",9,2015-10-04 06:43:51,10,14,7,2,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"116","2015-10-04 08:00:00",8,2015-10-04 06:43:51,10,14,7,2,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"117","2015-10-04 06:00:00",1,2015-10-04 07:10:38,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"118","2015-10-04 07:00:00",9,2015-10-04 07:10:38,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"119","2015-10-04 08:00:00",8,2015-10-04 07:10:38,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"120","2015-10-04 06:00:00",1,2015-10-04 07:17:47,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"121","2015-10-04 07:00:00",9,2015-10-04 07:17:47,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"122","2015-10-04 08:00:00",8,2015-10-04 07:17:47,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"123","2015-10-04 06:00:00",1,2015-10-04 07:18:48,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"124","2015-10-04 07:00:00",9,2015-10-04 07:18:48,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"125","2015-10-04 08:00:00",8,2015-10-04 07:18:48,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"126","2015-10-04 06:00:00",1,2015-10-04 07:26:41,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"127","2015-10-04 07:00:00",9,2015-10-04 07:26:41,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"128","2015-10-04 08:00:00",8,2015-10-04 07:26:41,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"129","2015-10-04 06:00:00",1,2015-10-04 07:28:37,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"130","2015-10-04 07:00:00",9,2015-10-04 07:28:37,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"131","2015-10-04 08:00:00",8,2015-10-04 07:28:37,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"132","2015-10-04 06:00:00",1,2015-10-04 07:46:14,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"133","2015-10-04 07:00:00",9,2015-10-04 07:46:14,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"134","2015-10-04 08:00:00",8,2015-10-04 07:46:14,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"135","2015-10-04 06:00:00",1,2015-10-04 07:53:22,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"136","2015-10-04 07:00:00",9,2015-10-04 07:53:22,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"137","2015-10-04 08:00:00",8,2015-10-04 07:53:22,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"138","2015-10-04 06:00:00",1,2015-10-04 07:53:37,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"139","2015-10-04 07:00:00",9,2015-10-04 07:53:37,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"140","2015-10-04 08:00:00",8,2015-10-04 07:53:37,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"141","2015-10-04 06:00:00",1,2015-10-04 07:59:19,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"142","2015-10-04 07:00:00",9,2015-10-04 07:59:19,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"143","2015-10-04 08:00:00",8,2015-10-04 07:59:19,10,14,7,3,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"144","2015-10-04 06:00:00",1,2015-10-04 08:04:50,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"145","2015-10-04 07:00:00",9,2015-10-04 08:04:50,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"146","2015-10-04 08:00:00",8,2015-10-04 08:04:50,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"147","2015-10-04 06:00:00",1,2015-10-04 08:05:26,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"148","2015-10-04 07:00:00",9,2015-10-04 08:05:26,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"149","2015-10-04 08:00:00",8,2015-10-04 08:05:26,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"150","2015-10-04 06:00:00",1,2015-10-04 08:24:29,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"151","2015-10-04 07:00:00",9,2015-10-04 08:24:29,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"152","2015-10-04 08:00:00",8,2015-10-04 08:24:29,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"153","2015-10-04 06:00:00",1,2015-10-04 08:46:48,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"154","2015-10-04 07:00:00",9,2015-10-04 08:46:48,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"155","2015-10-04 08:00:00",8,2015-10-04 08:46:48,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"156","2015-10-04 06:00:00",1,2015-10-04 08:49:41,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"157","2015-10-04 07:00:00",9,2015-10-04 08:49:41,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"158","2015-10-04 08:00:00",8,2015-10-04 08:49:41,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"159","2015-10-04 06:00:00",1,2015-10-04 08:51:19,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"160","2015-10-04 07:00:00",9,2015-10-04 08:51:19,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"161","2015-10-04 08:00:00",8,2015-10-04 08:51:19,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"162","2015-10-04 06:00:00",1,2015-10-04 08:51:31,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"163","2015-10-04 07:00:00",9,2015-10-04 08:51:31,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"164","2015-10-04 08:00:00",8,2015-10-04 08:51:31,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"165","2015-10-04 06:00:00",1,2015-10-04 08:51:46,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"166","2015-10-04 07:00:00",9,2015-10-04 08:51:46,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"167","2015-10-04 08:00:00",8,2015-10-04 08:51:46,10,14,7,4,13,19873,1,"Platform","Glen Waverley",3150,"Monash",NA
"168","2015-10-04 06:00:00",1,2015-10-04 06:44:11,10,14,7,2,10,19901,1,"Platform","Mitcham",3132,"Whitehorse",NA
"169","2015-10-04 07:00:00",1,2015-10-04 06:44:11,10,14,7,2,10,19901,1,"Platform","Mitcham",3132,"Whitehorse",NA
"170","2015-10-04 06:00:00",1,2015-10-04 07:47:42,10,14,7,3,10,19901,1,"Platform","Mitcham",3132,"Whitehorse",NA
"171","2015-10-04 07:00:00",1,2015-10-04 07:47:42,10,14,7,3,10,19901,1,"Platform","Mitcham",3132,"Whitehorse",NA
"172","2015-10-04 06:00:00",1,2015-10-04 06:45:45,10,14,7,2,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"173","2015-10-04 07:00:00",5,2015-10-04 06:45:45,10,14,7,2,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"174","2015-10-04 08:00:00",10,2015-10-04 06:45:45,10,14,7,2,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"175","2015-10-04 06:00:00",1,2015-10-04 07:01:41,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"176","2015-10-04 07:00:00",5,2015-10-04 07:01:41,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"177","2015-10-04 08:00:00",10,2015-10-04 07:01:41,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"178","2015-10-04 06:00:00",1,2015-10-04 07:05:32,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"179","2015-10-04 07:00:00",5,2015-10-04 07:05:32,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"180","2015-10-04 08:00:00",10,2015-10-04 07:05:32,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"181","2015-10-04 06:00:00",1,2015-10-04 07:11:18,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"182","2015-10-04 07:00:00",5,2015-10-04 07:11:18,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"183","2015-10-04 08:00:00",10,2015-10-04 07:11:18,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"184","2015-10-04 06:00:00",1,2015-10-04 07:51:13,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"185","2015-10-04 07:00:00",5,2015-10-04 07:51:13,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"186","2015-10-04 08:00:00",10,2015-10-04 07:51:13,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"187","2015-10-04 06:00:00",1,2015-10-04 07:54:21,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"188","2015-10-04 07:00:00",5,2015-10-04 07:54:21,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"189","2015-10-04 08:00:00",10,2015-10-04 07:54:21,10,14,7,3,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"190","2015-10-04 06:00:00",1,2015-10-04 08:16:36,10,14,7,4,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"191","2015-10-04 07:00:00",5,2015-10-04 08:16:36,10,14,7,4,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"192","2015-10-04 08:00:00",10,2015-10-04 08:16:36,10,14,7,4,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"193","2015-10-04 06:00:00",1,2015-10-04 08:25:18,10,14,7,4,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"194","2015-10-04 07:00:00",5,2015-10-04 08:25:18,10,14,7,4,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"195","2015-10-04 08:00:00",10,2015-10-04 08:25:18,10,14,7,4,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"196","2015-10-04 06:00:00",1,2015-10-04 08:25:36,10,14,7,4,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"197","2015-10-04 07:00:00",5,2015-10-04 08:25:36,10,14,7,4,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
"198","2015-10-04 08:00:00",10,2015-10-04 08:25:36,10,14,7,4,3,20003,1,"Platform","St Albans",3021,"Brimbank",NA
