"","Var1","Freq","DateTime","FinancialMonth","FinancialWeek","WeekDay","Hour","RouteID","StopID","Number","StopType","SuburbName","PostCode","LocalGovernmentArea","status","Lat","Long"
"32","2015-09-06 06:00:00",2,2015-09-06 07:30:22,9,10,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"33","2015-09-06 07:00:00",3,2015-09-06 07:30:22,9,10,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"34","2015-09-06 08:00:00",1,2015-09-06 07:30:22,9,10,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"35","2015-09-06 09:00:00",3,2015-09-06 07:30:22,9,10,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"36","2015-09-06 10:00:00",10,2015-09-06 07:30:22,9,10,7,3,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"37","2015-09-06 05:00:00",1,2015-09-06 08:56:42,9,10,7,4,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"38","2015-09-06 06:00:00",2,2015-09-06 08:56:42,9,10,7,4,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"39","2015-09-06 07:00:00",3,2015-09-06 08:56:42,9,10,7,4,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"40","2015-09-06 08:00:00",1,2015-09-06 08:56:42,9,10,7,4,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"41","2015-09-06 09:00:00",3,2015-09-06 08:56:42,9,10,7,4,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"42","2015-09-06 10:00:00",10,2015-09-06 08:56:42,9,10,7,4,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"43","2015-09-06 05:00:00",1,2015-09-06 09:12:01,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"44","2015-09-06 06:00:00",2,2015-09-06 09:12:01,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"45","2015-09-06 07:00:00",3,2015-09-06 09:12:01,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"46","2015-09-06 08:00:00",1,2015-09-06 09:12:01,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"47","2015-09-06 09:00:00",3,2015-09-06 09:12:01,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"48","2015-09-06 10:00:00",10,2015-09-06 09:12:01,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"49","2015-09-06 05:00:00",1,2015-09-06 09:17:05,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"50","2015-09-06 06:00:00",2,2015-09-06 09:17:05,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"51","2015-09-06 07:00:00",3,2015-09-06 09:17:05,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"52","2015-09-06 08:00:00",1,2015-09-06 09:17:05,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"53","2015-09-06 09:00:00",3,2015-09-06 09:17:05,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"54","2015-09-06 10:00:00",10,2015-09-06 09:17:05,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"55","2015-09-06 05:00:00",1,2015-09-06 09:41:38,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"56","2015-09-06 06:00:00",2,2015-09-06 09:41:38,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"57","2015-09-06 07:00:00",3,2015-09-06 09:41:38,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"58","2015-09-06 08:00:00",1,2015-09-06 09:41:38,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"59","2015-09-06 09:00:00",3,2015-09-06 09:41:38,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"60","2015-09-06 10:00:00",10,2015-09-06 09:41:38,9,10,7,5,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"61","2015-09-06 05:00:00",1,2015-09-06 10:01:11,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"62","2015-09-06 06:00:00",2,2015-09-06 10:01:11,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"63","2015-09-06 07:00:00",3,2015-09-06 10:01:11,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"64","2015-09-06 08:00:00",1,2015-09-06 10:01:11,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"65","2015-09-06 09:00:00",3,2015-09-06 10:01:11,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"66","2015-09-06 10:00:00",10,2015-09-06 10:01:11,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"67","2015-09-06 05:00:00",1,2015-09-06 10:01:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"68","2015-09-06 06:00:00",2,2015-09-06 10:01:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"69","2015-09-06 07:00:00",3,2015-09-06 10:01:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"70","2015-09-06 08:00:00",1,2015-09-06 10:01:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"71","2015-09-06 09:00:00",3,2015-09-06 10:01:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"72","2015-09-06 10:00:00",10,2015-09-06 10:01:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"73","2015-09-06 05:00:00",1,2015-09-06 10:10:55,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"74","2015-09-06 06:00:00",2,2015-09-06 10:10:55,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"75","2015-09-06 07:00:00",3,2015-09-06 10:10:55,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"76","2015-09-06 08:00:00",1,2015-09-06 10:10:55,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"77","2015-09-06 09:00:00",3,2015-09-06 10:10:55,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"78","2015-09-06 10:00:00",10,2015-09-06 10:10:55,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"79","2015-09-06 05:00:00",1,2015-09-06 10:12:56,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"80","2015-09-06 06:00:00",2,2015-09-06 10:12:56,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"81","2015-09-06 07:00:00",3,2015-09-06 10:12:56,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"82","2015-09-06 08:00:00",1,2015-09-06 10:12:56,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"83","2015-09-06 09:00:00",3,2015-09-06 10:12:56,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"84","2015-09-06 10:00:00",10,2015-09-06 10:12:56,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"85","2015-09-06 05:00:00",1,2015-09-06 10:17:01,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"86","2015-09-06 06:00:00",2,2015-09-06 10:17:01,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"87","2015-09-06 07:00:00",3,2015-09-06 10:17:01,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"88","2015-09-06 08:00:00",1,2015-09-06 10:17:01,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"89","2015-09-06 09:00:00",3,2015-09-06 10:17:01,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"90","2015-09-06 10:00:00",10,2015-09-06 10:17:01,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"91","2015-09-06 05:00:00",1,2015-09-06 10:17:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"92","2015-09-06 06:00:00",2,2015-09-06 10:17:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"93","2015-09-06 07:00:00",3,2015-09-06 10:17:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"94","2015-09-06 08:00:00",1,2015-09-06 10:17:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"95","2015-09-06 09:00:00",3,2015-09-06 10:17:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"96","2015-09-06 10:00:00",10,2015-09-06 10:17:26,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"97","2015-09-06 05:00:00",1,2015-09-06 10:19:38,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"98","2015-09-06 06:00:00",2,2015-09-06 10:19:38,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"99","2015-09-06 07:00:00",3,2015-09-06 10:19:38,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"100","2015-09-06 08:00:00",1,2015-09-06 10:19:38,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"101","2015-09-06 09:00:00",3,2015-09-06 10:19:38,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"102","2015-09-06 10:00:00",10,2015-09-06 10:19:38,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"103","2015-09-06 05:00:00",1,2015-09-06 10:20:37,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"104","2015-09-06 06:00:00",2,2015-09-06 10:20:37,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"105","2015-09-06 07:00:00",3,2015-09-06 10:20:37,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"106","2015-09-06 08:00:00",1,2015-09-06 10:20:37,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"107","2015-09-06 09:00:00",3,2015-09-06 10:20:37,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"108","2015-09-06 10:00:00",10,2015-09-06 10:20:37,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"109","2015-09-06 05:00:00",1,2015-09-06 10:29:51,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"110","2015-09-06 06:00:00",2,2015-09-06 10:29:51,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"111","2015-09-06 07:00:00",3,2015-09-06 10:29:51,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"112","2015-09-06 08:00:00",1,2015-09-06 10:29:51,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"113","2015-09-06 09:00:00",3,2015-09-06 10:29:51,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"114","2015-09-06 10:00:00",10,2015-09-06 10:29:51,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"115","2015-09-06 05:00:00",1,2015-09-06 10:48:44,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"116","2015-09-06 06:00:00",2,2015-09-06 10:48:44,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"117","2015-09-06 07:00:00",3,2015-09-06 10:48:44,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"118","2015-09-06 08:00:00",1,2015-09-06 10:48:44,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"119","2015-09-06 09:00:00",3,2015-09-06 10:48:44,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Not Busy",-38.080612,145.486374
"120","2015-09-06 10:00:00",10,2015-09-06 10:48:44,9,10,7,6,14,19880,1,"Platform","Pakenham",3810,"Cardinia","Slightly Busy",-38.080612,145.486374
"121","2015-09-06 06:00:00",1,2015-09-06 06:23:28,9,10,7,2,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"122","2015-09-06 07:00:00",3,2015-09-06 06:23:28,9,10,7,2,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"123","2015-09-06 08:00:00",8,2015-09-06 06:23:28,9,10,7,2,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"124","2015-09-06 09:00:00",11,2015-09-06 06:23:28,9,10,7,2,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"125","2015-09-06 10:00:00",13,2015-09-06 06:23:28,9,10,7,2,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"126","2015-09-06 06:00:00",1,2015-09-06 07:13:03,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"127","2015-09-06 07:00:00",3,2015-09-06 07:13:03,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"128","2015-09-06 08:00:00",8,2015-09-06 07:13:03,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"129","2015-09-06 09:00:00",11,2015-09-06 07:13:03,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"130","2015-09-06 10:00:00",13,2015-09-06 07:13:03,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"131","2015-09-06 06:00:00",1,2015-09-06 07:27:31,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"132","2015-09-06 07:00:00",3,2015-09-06 07:27:31,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"133","2015-09-06 08:00:00",8,2015-09-06 07:27:31,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"134","2015-09-06 09:00:00",11,2015-09-06 07:27:31,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"135","2015-09-06 10:00:00",13,2015-09-06 07:27:31,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"136","2015-09-06 06:00:00",1,2015-09-06 07:28:04,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"137","2015-09-06 07:00:00",3,2015-09-06 07:28:04,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"138","2015-09-06 08:00:00",8,2015-09-06 07:28:04,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"139","2015-09-06 09:00:00",11,2015-09-06 07:28:04,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"140","2015-09-06 10:00:00",13,2015-09-06 07:28:04,9,10,7,3,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"141","2015-09-06 06:00:00",1,2015-09-06 08:15:11,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"142","2015-09-06 07:00:00",3,2015-09-06 08:15:11,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"143","2015-09-06 08:00:00",8,2015-09-06 08:15:11,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"144","2015-09-06 09:00:00",11,2015-09-06 08:15:11,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"145","2015-09-06 10:00:00",13,2015-09-06 08:15:11,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"146","2015-09-06 06:00:00",1,2015-09-06 08:26:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"147","2015-09-06 07:00:00",3,2015-09-06 08:26:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"148","2015-09-06 08:00:00",8,2015-09-06 08:26:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"149","2015-09-06 09:00:00",11,2015-09-06 08:26:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"150","2015-09-06 10:00:00",13,2015-09-06 08:26:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"151","2015-09-06 06:00:00",1,2015-09-06 08:31:48,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"152","2015-09-06 07:00:00",3,2015-09-06 08:31:48,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"153","2015-09-06 08:00:00",8,2015-09-06 08:31:48,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"154","2015-09-06 09:00:00",11,2015-09-06 08:31:48,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"155","2015-09-06 10:00:00",13,2015-09-06 08:31:48,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"156","2015-09-06 06:00:00",1,2015-09-06 08:34:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"157","2015-09-06 07:00:00",3,2015-09-06 08:34:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"158","2015-09-06 08:00:00",8,2015-09-06 08:34:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"159","2015-09-06 09:00:00",11,2015-09-06 08:34:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"160","2015-09-06 10:00:00",13,2015-09-06 08:34:09,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Slightly Busy",-37.886237,145.058576
"161","2015-09-06 06:00:00",1,2015-09-06 08:46:57,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
"162","2015-09-06 07:00:00",3,2015-09-06 08:46:57,9,10,7,4,14,19920,1,"Platform","Carnegie",3163,"Glen Eira","Not Busy",-37.886237,145.058576
